listing_id,التوصية_النهائية,درجة_الثقة,سبب_التوصية_النهائية,url,district,price,area_sqm,rooms,bathrooms,yield_low_pct,price_per_sqm,ratio,title,direction,ضمن_الـ11_حي_التجريبية,livings,age_years,مؤثثة,رقم_التواصل,rent_low,rent_mid,rent_high,yield_mid_pct,yield_high_pct,strengths,risks,verdict_yield,verdict_yield_reason,ad_price_per_sqm,comparable_deals_count,comparable_median_price_per_sqm,verdict_price,verdict_price_reason,is_multi_unit,unit_label,llm_corrections,llm_notes,description
6731938,🟡 تحتاج مراجعة,منخفضة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-البلقاء-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6731938,حي الرمال,634000.0,133.0,3.0,3.0,8.87,4227.0,0.81,"شقة للبيع في شارع البلقاء, حي الرمال, مدينة الرياض, منطقة الرياض",شرق الرياض,False,1.0,0.0,لا,,56255,61896,65004,9.76,10.25,قريب من الخدمات | تشطيبات حديثة مذكورة | تشطيب فاخر,"nan | تعارض بيانات اكتشفه التحليل الآلي: area_sqm=133 بالوصف (مسجّل عندنا 150.0), rooms=3 بالوصف (مسجّل عندنا 4.0)",🟢 Proceed,العائد من الإيجار وحده 8.9%,4227.0,396.0,5193.0,🟢 سعر عادل,سعر المتر ضمن نطاق صفقات مشابهة (81%),False,شقة فاخرة في حي الرمال,"{""area_sqm"": 133, ""rooms"": 3}",تناقض في عدد الغرف: المسجل 4 غرف لكن الوصف يذكر 3 غرف نوم فقط. المساحة المسجلة 150م² لكن الوصف يذكر 133م².,"🏡 فرصة تملك مميزة في حي الرمال ✨

شقة فاخرة بمساحة 133م² بتصميم عملي ومريح للعائلة 👌

🔹 3 غرف نوم
🔹 صالة واسعة
🔹 تشطيبات ممتازة
🔹 موقع مميز بالقرب من جميع الخدمات

💰 السعر: 634,000 ريال فقط

إذا كنت تبحث عن سكن يجمع بين الراحة والسعر المناسب، فهذه فرصتك الآن!"
6474856,⚪ غير مكتمل,منخفضة,ما توفرت صفقات رسمية كافية للتحقق من عدالة السعر -- الحكم مبني على تقدير العائد فقط,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-المعيزلة/شارع-الرياحين-حي-المعيزيلة-مدينة-الرياض-منطقة-الرياض-6474856,حي المعيزلة,550000.0,139.0,4.0,3.0,9.23,3957.0,,"شقة للبيع في شارع الرياحين, حي المعيزيلة, مدينة الرياض, منطقة الرياض",شرق الرياض,False,1.0,0.0,لا,,50742,61576,71258,11.2,12.96,خزانات مياه مستقلة | قريب من الخدمات | مدخلين منفصلين | يوجد سطح/ملحق | يوجد مجلس منفصل | يوجد ضمان,,🟢 Proceed,العائد من الإيجار وحده 9.2%,,,,,,False,شقة مع سطح خاص بفيلا سكنية - حي المعيزلية,{},العقار جديد (عمر 0 سنة)، يتضمن سطح خاص، موقع مميز بالقرب من طريق خريص واستاد الملك فهد، ضمانات شاملة على جميع الأعمال,"▪️_للبيع شقه  مع السطح بفيلا  سكنيه تصميم عصري
▪️_حي المعيزليه شرق الرياض
▪️_موقع مميز بالقرب من جميع الخدمات 
▪️_بالقرب من طريق خريص 
▪️_بالقرب من إستاد الملك فهد 
————————————
▪️واجهه شماليه 
▪️ شارع 15م 
📐 مساحه 139م 
📐سطح خاص 

▪️استقلال تام من جميع الخدمات 
✨جاهزيه العقار
======================
تفاصيل العقار 
▪️باركن سياره خاص 
▪️دخول سمارت 
▪️مدخلين 
▪️مجلس رجال
▪️صاله نساء مع سطح 
▪️مطبخ 
======================
▪️غرفتين نوم علي دور ة مياه 
▪️▪️▪️▪️▪️▪️▪️▪️
▪️عدد غرف النوم بالدور 2
▪️عدد دورات المياه بالدور 2
_________________________

‏‎✅الضمانات
‏‎_ضمانات شامله علي جميع الأعمال
_ضمان السباكه 25عام انابيب الخضراء 
_ضمان الكهرباء 15عام الفنار بالاضافه لضمان القواطع والافياش 
_ضمان العوازل 10سنوات 
_ضمان الابواب 10سنوات 
_ضمان الخزان العلوي 5سنوات 
_______________________
‏‎✅مميزات الشركه 
‏‎_تغطيه شامله لاحدث العروض العقاريه شرق الرياض 
‏‎_تخليص الإجراءات البنكيه بجميع أنحاء المملكه 
‏‎_نتعامل مع جميع البنوك
‏‎_توفير الدفعه الاولي
‏‎_تسديد مديونيه 
__________‏
للتواصل والاستفسار 
((الرقم يظهر عند الضغط على اتصال))"
6789596,🔴 لا ينصح بها,عالية,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-ابن-نعيم-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6789596,حي طيبة,350000.0,250.0,3.0,5.0,14.29,1400.0,0.43,"شقة للبيع في شارع ابن نعيم, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,3.0,0.0,لا,,50000,50000,50000,14.29,14.29,تشطيب فاخر | قابل للتمويل البنكي,,🟢 Proceed,العائد من الإيجار وحده 14.3%,1400.0,23.0,3265.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (43% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,False,فيلا فاخرة في حي طيبة,{},الوصف لا يذكر عدد الغرف أو الحمامات، البيانات المسجلة (3 غرف و5 حمامات) غير موثقة في النص. الإعلان يركز على خدمات التمويل والتسهيلات العقارية أكثر من تفاصيل العقار نفسه.,"السلام عليكم ورحمة الله وبركاته 
فرصه العمر لا تتكرر
بتدوور علي الأناقة في التصميم واستغلال المساحات 
بتدور على توفير المال والمصداقية في التعامل
ابشر باللي يطيب خاطرك 

نقدم لكم فيلا فاخره:
في حي : طيبه
مساحة  : 250 متر 
السعر    : 350 الف 
وجهه    : شماليه
عرض الشارع: 20م 
- تملك منزلك مع توفير الحلول والتسهيلات العقاريه للعسكرين والمدنين 
- في مستشارك الامثل نقدم لك استثناءات من البنوك ونوفر لك التمويل
- باسرع وقت واقل نسبه واعلي مبلغ متاح !!
( وقارن بين حسبتنا وحسب البنوك بنفسك !)
- توفير مبلغ فائض فوق قيمه العقار للاثاث 
* توفير الدفعه الاولي مجانا 
* تصفية الالتزامات في بنك العميل 
* اشراف علي التقييم بشكل مباشر للتقييم جيد ولعدم بخس ثمن العقار 
* التعامل مع ادارة البنوك مباشرة
* توفير جميع العروض ☆
كود ((5))"
6799335,🔴 لا ينصح بها,متوسطة,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-العزيزيه-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6799335,حي طيبة,380000.0,167.0,3.0,5.0,13.89,1440.0,0.44,"شقة للبيع في شارع العزيزيه, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,3.0,0.0,لا,,50000,50000,50000,13.89,13.89,تشطيب فاخر | يوجد سطح/ملحق | يوجد مجلس منفصل | قابل للتمويل البنكي,nan | تعارض بيانات اكتشفه التحليل الآلي: area_sqm=167 بالوصف (مسجّل عندنا 250.0),🟢 Proceed,العائد من الإيجار وحده 13.9%,1440.0,23.0,3265.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (44% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,True,شقة 3 غرف - السعر 380 ألف,"{""area_sqm"": 167}",الإعلان يقدم وحدتين مختلفتين برفس المساحة لكن عدد غرف مختلف. المساحة المسجلة (250 م²) تختلف عن المذكورة في الوصف (167 م²). عدد الحمامات غير مذكور في الوصف.,"السلام عليكم ورحمة الله وبركاته 
فرصه العمر لا تتكرر
بتدوور علي الأناقة في التصميم واستغلال المساحات 
بتدور على توفير المال والمصداقية في التعامل
ابشر باللي يطيب خاطرك 

نقدم لكم فيلا فاخره:
في حي : طيبه
مساحة  : 167 متر المسطح 
السعر    : 380 الف الشقه الغرفتين ومجلس وصاله ومقلط ومطبخ وسطح 
360 الف الشقه غرفتين ومجلس وصاله ومقلط ومطبخ وسطح 
وجهه    : شماليه
عرض الشارع: 20م 
- تملك منزلك مع توفير الحلول والتسهيلات العقاريه للعسكرين والمدنين 
- في مستشارك الامثل نقدم لك استثناءات من البنوك ونوفر لك التمويل
- باسرع وقت واقل نسبه واعلي مبلغ متاح !!
( وقارن بين حسبتنا وحسب البنوك بنفسك !)
- توفير مبلغ فائض فوق قيمه العقار للاثاث 
* توفير الدفعه الاولي مجانا 
* تصفية الالتزامات في بنك العميل 
* اشراف علي التقييم بشكل مباشر للتقييم جيد ولعدم بخس ثمن العقار 
* التعامل مع ادارة البنوك مباشرة
* توفير جميع العروض ☆
كود ((5))"
6799335,🔴 لا ينصح بها,متوسطة,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-العزيزيه-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6799335,حي طيبة,360000.0,167.0,2.0,5.0,13.89,1440.0,0.44,"شقة للبيع في شارع العزيزيه, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,3.0,0.0,لا,,50000,50000,50000,13.89,13.89,تشطيب فاخر | يوجد سطح/ملحق | يوجد مجلس منفصل | قابل للتمويل البنكي,nan | تعارض بيانات اكتشفه التحليل الآلي: area_sqm=167 بالوصف (مسجّل عندنا 250.0),🟢 Proceed,العائد من الإيجار وحده 13.9%,1440.0,23.0,3265.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (44% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,True,شقة غرفتين - السعر 360 ألف,"{""area_sqm"": 167}",الإعلان يقدم وحدتين مختلفتين برفس المساحة لكن عدد غرف مختلف. المساحة المسجلة (250 م²) تختلف عن المذكورة في الوصف (167 م²). عدد الحمامات غير مذكور في الوصف.,"السلام عليكم ورحمة الله وبركاته 
فرصه العمر لا تتكرر
بتدوور علي الأناقة في التصميم واستغلال المساحات 
بتدور على توفير المال والمصداقية في التعامل
ابشر باللي يطيب خاطرك 

نقدم لكم فيلا فاخره:
في حي : طيبه
مساحة  : 167 متر المسطح 
السعر    : 380 الف الشقه الغرفتين ومجلس وصاله ومقلط ومطبخ وسطح 
360 الف الشقه غرفتين ومجلس وصاله ومقلط ومطبخ وسطح 
وجهه    : شماليه
عرض الشارع: 20م 
- تملك منزلك مع توفير الحلول والتسهيلات العقاريه للعسكرين والمدنين 
- في مستشارك الامثل نقدم لك استثناءات من البنوك ونوفر لك التمويل
- باسرع وقت واقل نسبه واعلي مبلغ متاح !!
( وقارن بين حسبتنا وحسب البنوك بنفسك !)
- توفير مبلغ فائض فوق قيمه العقار للاثاث 
* توفير الدفعه الاولي مجانا 
* تصفية الالتزامات في بنك العميل 
* اشراف علي التقييم بشكل مباشر للتقييم جيد ولعدم بخس ثمن العقار 
* التعامل مع ادارة البنوك مباشرة
* توفير جميع العروض ☆
كود ((5))"
6799233,🔴 لا ينصح بها,متوسطة,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-العزيزيه-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6799233,حي طيبة,310000.0,201.0,2.0,2.0,12.97,1542.0,0.47,"شقة للبيع في شارع العزيزيه, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,1.0,0.0,لا,,40200,40200,40200,12.97,12.97,نادي رياضي/صالة رياضية | عقار جديد | يوجد سطح/ملحق | قابل للتمويل البنكي | يوجد ضمان,nan | تعارض بيانات اكتشفه التحليل الآلي: rooms=2 بالوصف (مسجّل عندنا 3.0),🟢 Proceed,العائد من الإيجار وحده 13.0%,1542.0,46.0,3300.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (47% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,False,شقة - الدور الثالث مع السطح,"{""rooms"": 2}",الوصف يذكر غرفتي نوم (ليس 3 غرف كما مسجّل). الشقة تشمل مدخل وصالة ومطبخ والسطح. العقار جديد (كود سعودي جديد).,"السلام عليكم ورحمة الله وبركاته
اسعد الله اوقاتكم بكل خير
​للبيع شقه دور ثالث مع السطح
بحي طيبه جنوب الرياض

شغل ممتاز وموقع ممتاز ويوجد جميع الضمانات على الكود السعودي الجديد .
​⭐⭐الوصف
مدخل وصاله وغرفتين نوم ومطبخ و٢ حمام مع السطح 

⭐⭐لدينا حلول تمويله سهله وميسره للمدنيين والعسكريين والمتقاعدين .
⭐⭐لدينا مناديب في جميع البنوك والشركات الخاصة والحكومية .
⭐⭐لدينا عروض مختلفة بأسعار مختلفة في جميع أنحاء غرب وجنوب الرياض .
⭐⭐لدينا ضمانات على السباكه والكهرباء والعوازل والعيوب الخفيه والهيكل الانشائ .
⭐⭐المشروع علي الكود السعودي الجديد .
كود ٧"
6799207,🔴 لا ينصح بها,عالية,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/حي-طيبة-مدينة-الرياض-منطقة-الرياض-6799207,حي طيبة,320000.0,201.0,3.0,1.0,12.56,1592.0,0.48,"شقة للبيع في حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,0.0,0.0,لا,,40200,40200,40200,12.56,12.56,تشطيب فاخر | قابل للتمويل البنكي,,🟢 Proceed,العائد من الإيجار وحده 12.6%,1592.0,46.0,3300.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (48% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,False,شقة فاخرة - حي طيبة العزيزية,{},الوجهة جنوبية، عرض الشارع 15م. الإعلان يشير إلى عقار جديد (عمر 0 سنة). تمويل متاح مع دفعة أولى 10% مجاني.,"مشروع 9
السلام عليكم ورحمة الله وبركاته 
فرصة العمر لا تتكرر
بتدور على الاناقه في التصميم واستغلال المساحات
بتدور على توفير المال والمصداقيه في التعامل
ابشر باللي يطيب خاطرك
نقدم لكم شقه  فاخره
في حي:  طيبه العزيزية 
السعر: 320 الف 
وجهه: جنوبي 
عرض الشارع : 15م 
نوفر سداد المديونيات والدفعه الأولى 10٪ مجانًا وبدون أي فوائد
نختصر عليك الوقت ولذالك نتعامل َع جميع البنوك والشركات التمويليه العقاريه مع إمكانية التحويل من بنك لبنك اخر وتسهيل كل الأمور
مع عليك اللي ان نتواصل معنا واتس أو اتصال
(مشروع 9)"
6799223,🔴 لا ينصح بها,عالية,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-العزيزيه-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6799223,حي طيبة,320000.0,201.0,2.0,2.0,12.56,1592.0,0.48,"شقة للبيع في شارع العزيزيه, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,0.0,0.0,لا,,40200,40200,40200,12.56,12.56,نادي رياضي/صالة رياضية | عقار جديد | يوجد سطح/ملحق | قابل للتمويل البنكي | يوجد ضمان,,🟢 Proceed,العائد من الإيجار وحده 12.6%,1592.0,46.0,3300.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (48% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,False,شقة في حي طيبة جنوب الرياض,{},الوصف يذكر غرفتي نوم فقط بينما البيانات المسجلة تشير إلى 3 غرف. لم يتم تحديد عدد الحمامات في الوصف رغم تسجيل 2 حمام في البيانات.,"السلام عليكم ورحمة الله وبركاته
اسعد الله اوقاتكم بكل خير
​للبيع شقه 
بحي طيبه جنوب الرياض

شغل ممتاز وموقع ممتاز ويوجد جميع الضمانات على الكود السعودي الجديد .
​⭐⭐الوصف
مدخل  صاله مطبخ وعدد ٢ غرف نوم والسطح   .

⭐⭐لدينا حلول تمويله سهله وميسره للمدنيين والعسكريين والمتقاعدين .
⭐⭐لدينا مناديب في جميع البنوك والشركات الخاصة والحكومية .
⭐⭐لدينا عروض مختلفة بأسعار مختلفة في جميع أنحاء غرب وجنوب الرياض .
⭐⭐لدينا ضمانات على السباكه والكهرباء والعوازل والعيوب الخفيه والهيكل الانشائ .
⭐⭐المشروع علي الكود السعودي الجديد .
كود ٧"
6774511,🔴 لا ينصح بها,عالية,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-العزيزيه-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6774511,حي طيبة,370000.0,206.0,2.0,3.0,11.14,1796.0,0.55,"شقة للبيع في شارع العزيزيه, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,2.0,0.0,لا,,41200,41200,41200,11.14,11.14,نادي رياضي/صالة رياضية | عقار جديد | يوجد سطح/ملحق | يوجد مجلس منفصل | قابل للتمويل البنكي | يوجد ضمان,,🟢 Proceed,العائد من الإيجار وحده 11.1%,1796.0,34.0,3246.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (55% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,True,شقة 2 غرفة نوم - مجلس وصالة وغرفتي نوم ومطبخ مع السطح,{},الإعلان يعرض وحدات متعددة بمساحات وأسعار مختلفة. البيانات المسجلة تطابق الوحدة الموصوفة (3 غرف، 206 م²، 370 ألف ريال). الوحدة الأخرى (2 غرفة) لا تحتوي على معلومات تفصيلية. مشروع جديد على الكود السعودي الجديد.,"السلام عليكم ورحمة الله وبركاته
اسعد الله اوقاتكم بكل خير
للبيع شقه 370 الف 
بحي طيبه جنوب الرياض

شغل ممتاز وموقع ممتاز ويوجد جميع الضمانات على الكود السعودي الجديد .
يوجود اسعار ومساحات ممتازه 
​⭐⭐الوصف
مجلس صاله غرفتين نوم ومطبخ مع السطح 
وهناك شقق ٣ غرف نوم 
⭐⭐لدينا حلول تمويله سهله وميسره للمدنيين والعسكريين والمتقاعدين .
⭐⭐لدينا مناديب في جميع البنوك والشركات الخاصة والحكومية .
⭐⭐لدينا عروض مختلفة بأسعار مختلفة في جميع أنحاء غرب وجنوب الرياض .
⭐⭐لدينا ضمانات على السباكه والكهرباء والعوازل والعيوب الخفيه والهيكل الانشائ .
⭐⭐المشروع علي الكود السعودي الجديد .
كود 7"
6774511,🔴 لا ينصح بها,عالية,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-العزيزيه-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6774511,حي طيبة,370000.0,206.0,3.0,3.0,11.14,1796.0,0.55,"شقة للبيع في شارع العزيزيه, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,2.0,0.0,لا,,41200,41200,41200,11.14,11.14,نادي رياضي/صالة رياضية | عقار جديد | يوجد سطح/ملحق | يوجد مجلس منفصل | قابل للتمويل البنكي | يوجد ضمان,,🟢 Proceed,العائد من الإيجار وحده 11.1%,1796.0,34.0,3246.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (55% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,True,شقة 3 غرف نوم,{},الإعلان يعرض وحدات متعددة بمساحات وأسعار مختلفة. البيانات المسجلة تطابق الوحدة الموصوفة (3 غرف، 206 م²، 370 ألف ريال). الوحدة الأخرى (2 غرفة) لا تحتوي على معلومات تفصيلية. مشروع جديد على الكود السعودي الجديد.,"السلام عليكم ورحمة الله وبركاته
اسعد الله اوقاتكم بكل خير
للبيع شقه 370 الف 
بحي طيبه جنوب الرياض

شغل ممتاز وموقع ممتاز ويوجد جميع الضمانات على الكود السعودي الجديد .
يوجود اسعار ومساحات ممتازه 
​⭐⭐الوصف
مجلس صاله غرفتين نوم ومطبخ مع السطح 
وهناك شقق ٣ غرف نوم 
⭐⭐لدينا حلول تمويله سهله وميسره للمدنيين والعسكريين والمتقاعدين .
⭐⭐لدينا مناديب في جميع البنوك والشركات الخاصة والحكومية .
⭐⭐لدينا عروض مختلفة بأسعار مختلفة في جميع أنحاء غرب وجنوب الرياض .
⭐⭐لدينا ضمانات على السباكه والكهرباء والعوازل والعيوب الخفيه والهيكل الانشائ .
⭐⭐المشروع علي الكود السعودي الجديد .
كود 7"
6583708,🔴 لا ينصح بها,عالية,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-السرح-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6583708,حي طيبة,450000.0,250.0,2.0,2.0,11.11,1800.0,0.55,"شقة للبيع في شارع السرح, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,1.0,0.0,لا,,50000,50000,50000,11.11,11.11,يوجد موقف سيارة | قريب من الخدمات | تشطيبات حديثة مذكورة | تشطيب فاخر | مدخلين منفصلين | يوجد سطح/ملحق | يوجد مجلس منفصل | قابل للتمويل البنكي | يوجد ضمان,,🟢 Proceed,العائد من الإيجار وحده 11.1%,1800.0,23.0,3265.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (55% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,False,شقة في فيلا - حي طيبة,{},الوصف يشير إلى مدخلين وسطح علوي، العقار جديد (0 سنة),"- أسعد الله أوقاتكم بكل خير 🇸🇦
- يسعدني أن أقدم لكم عرضاً مميزاً 🏠
- للتواصل / ((رقم المعلن يظهر عند التواصل)) ابو رضا
____________________________________
🟣 للبيع : شقة ف فيلا ( بحي طيبة ) تشطيبات وديكورات فاخره جدا ويوجد كافة الضمانات وموقع مميز .

🟣 المساحه : 250 م .

🟣 سعر الشقة : 450 الف .

💎💎    تفاصيل الشقة    💎💎

🟣 مدخلين + موقف سيارة  + مجلس بدورة مياه ومغاسل + صاله + مطبخ  + 2 غرفة نوم  + سطح .
___________________________________

📝 خدماتنا :

1️⃣ نوفر لكم الدفعة الأولى المقدمة للبنك مجاناً بدون فوائد .
2️⃣ نوفر لكم سداد جميع المديونيات والالتزامات مجاناً بدون فوائد .
3️⃣ لدينا جميع الحلول التمويلية الميسرة .
4️⃣ نقبل جميع الجهات ( مدنيين - عسكريين - قطاع خاص - قطاع عام ) .
5️⃣ إمكانية التحويل من بنك إلى بنك آخر .
6️⃣ لدينا عروض بجميع الأحياء تناسب الجميع ."
6748337,🔴 لا ينصح بها,عالية,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-النسور-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6748337,حي طيبة,380000.0,201.0,4.0,4.0,10.58,1891.0,0.57,"شقة للبيع في شارع النسور, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,1.0,0.0,لا,,40200,40200,40200,10.58,10.58,تشطيبات حديثة مذكورة | تشطيب فاخر | قابل للتمويل البنكي,,🟢 Proceed,العائد من الإيجار وحده 10.6%,1891.0,46.0,3300.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (57% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,False,شقة فاخرة في حي طيبة,{},الوصف لا يذكر عدد الغرف أو الحمامات. التشطيب: سوبر سوبر لوكس. واجهة شرقية. الشارع 20 متر.,"🟥⬛️🟦🟧🟩🟪🟫🟨🟥🟦🟧🟩 السلام عليكم ورحمة الله وبركاته. اسعد الله اوقاتكم بكل خير عملائنا الكرام ٠ 
فرصه العمر لن تتكرر 🎊🎉
 بتدوور علي الأناقة في التصميم واستغلال المساحات 💯
 بتدور على توفير المال والمصداقية في التعامل
 ابشر باللي يطيب خاطرك 💯
 نقدم لكم شقة فاخره: 
في حي  : طيبة 
 مساحة  : 201م
 السعر    : 380 الف
 واجهة    : شرقيه 
 الشارع  : 20 م 
 تشطيب سوبر سوبر لوكس
 نوفر تسديد المديونيات والدفعه الاولي 10% مجاناااااااا وبدون أي فوائد 👍👍
 نختصر عليك الوقت ولذلك نتعامل مع جميع البنوك والشركات التمويليه العقاريه مع إمكانية التحويل من بنك الي بنك اخر وتسهيل كل الامور 👍
 من الاخر هات فرشك واحنا نسلمك المفتاح👍
 مش عليك إلا ان تتواصل معنا واتس اب او اتصال. مشروع ((6 ))"
6749205,🔴 لا ينصح بها,عالية,سعر البيع أرخص بشكل غير طبيعي مقارنة بصفقات رسمية مشابهة -- تحقق من الصك والمساحة أولًا,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-العزيزيه-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6749205,حي طيبة,380000.0,194.0,3.0,1.0,10.49,1907.0,0.56,"شقة للبيع في شارع العزيزيه, حي طيبة, مدينة الرياض, منطقة الرياض",جنوب الرياض,True,0.0,0.0,لا,,38800,38800,38800,10.49,10.49,يوجد مصعد | تشطيب فاخر | صك إلكتروني/مستقل | قابل للتمويل البنكي,,🟢 Proceed,العائد من الإيجار وحده 10.5%,1907.0,55.0,3382.0,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (56% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,True,شقة فاخرة - مع مصعد (راكب),{},المشروع عبارة عن أدوار وشقق فاخرة. سعران مختلفان بناءً على وجود مصعد أم لا. الوصف لا يحدد مساحة أو عدد غرف وحمامات لكل وحدة بشكل دقيق.,"مشروع 9
السلام عليكم ورحمة الله وبركاته 
فرصة العمر لا تتكرر
بتدور على الاناقه في التصميم واستغلال المساحات
بتدور على توفير المال والمصداقيه في التعامل
ابشر باللي يطيب خاطرك
نقدم لكم مشروع أدوار كل دور بصك وشقق فاخره
في حي: طيبه العزيزية 
السعر: 380  الف راكب لها مصعد 
370 الف مؤسس مصعد
وجهه: شرقيه 
عرض الشارع : 20م
نوفر سداد المديونيات والدفعه الأولى 10٪ مجانًا وبدون أي فوائد
نختصر عليك الوقت ولذالك نتعامل َع جميع البنوك والشركات التمويليه العقاريه مع إمكانية التحويل من بنك لبنك اخر وتسهيل كل الأمور
مع عليك اللي ان نتواصل معنا واتس أو اتصال
(مشروع 9)"
