listing_id,url,title,district,direction,ضمن_الـ11_حي_التجريبية,price,area_sqm,rooms,bathrooms,livings,age_years,price_per_sqm,rent_low,rent_mid,rent_high,yield_low_pct,yield_mid_pct,yield_high_pct,strengths,risks,verdict_yield,verdict_yield_reason,ad_price_per_sqm,comparable_deals_count,comparable_median_price_per_sqm,ratio,verdict_price,verdict_price_reason,description,is_multi_unit,unit_label,llm_corrections,llm_notes
6753503,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-الحارث-بن-زهرة-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6753503,"شقة للبيع في شارع الحارث بن زهرة, حي طيبة, مدينة الرياض, منطقة الرياض",حي طيبة,جنوب الرياض,True,550000.0,275.0,4.0,0.0,0.0,0.0,2000.0,55000,55000,55000,10.0,10.0,10.0,,,🟢 Proceed,العائد من الإيجار وحده 10.0%,2000.0,778.0,2268.0,0.88,🟢 سعر عادل,سعر المتر ضمن نطاق صفقات مشابهة (88%),"🏡 أسعار مخفضة لفترة محدودة

✨ دور أرضي تاون هاوس مؤثث بالكامل
✔️ مطبخ متكامل مع جميع الأجهزة الكهربائية
✔️ ثلاجات + ميكروويف + فرن
✔️ 4 غرف نوم مجهزة
✔️ صالات واسعة ومجالس أنيقة

💰 السعر: 670,000 ريال فقط

كما تتوفر:

🏠 أدوار علوية مع ملحق
💰 ابتداءً من 550,000 ريال

🏠 دور أرضي تاون هاوس
💰 ابتداءً من 550,000 ريال

📐 المساحات من 260م² إلى 290م²

🥇 فرصة ذهبية للتملك بأسعار استثنائية",True,دور أرضي تاون هاوس,{},إعلان متعدد الوحدات بنماذج مختلفة. المساحات المذكورة (260-290 م²) تنطبق على جميع الوحدات. عدد الحمامات غير مذكور في الوصف.
6750195,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-الكوكب-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6750195,"شقة للبيع في شارع الكوكب, حي النرجس, مدينة الرياض, منطقة الرياض",حي النرجس,شمال الرياض,True,850000.0,300.0,2.0,3.0,0.0,0.0,3400.0,84250,84250,84250,9.91,9.91,9.91,يوجد مصعد,,🟢 Proceed,العائد من الإيجار وحده 9.9%,3400.0,1046.0,9400.0,0.36,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (36% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,"للبيع أدوار فاخرة في حي النرجس – شمال الرياض

📍 الموقع: حي النرجس
📐 مساحة الأرض: 300 م²
🛣️ شارع: 15 متر جنوبي

ث

يتكون من:

* صالة واسعة
* مطبخ
* غرفة خادمة
* غرفة معيشة
* غرفتا نوم (منها غرفة ماستر)
* 3 دورات مياه
* مصعد يصل إلى الدور
* مكيفات مركبة
* إضاءات مكتملة
* مساحات واسعة

📞 للتواصل والاستفسار:
((الرقم يظهر عند الضغط على اتصال))",False,دور فاخر في حي النرجس,"{""area_sqm"": 300}",مساحة الأرض في الوصف 300 م² بينما المسجل 250 م²
6593317,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-رشاد-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6593317,"شقة للبيع في شارع رشاد, حي طيبة, مدينة الرياض, منطقة الرياض",حي طيبة,جنوب الرياض,True,450000.0,375.0,3.0,0.0,0.0,0.0,2239.0,40200,40200,40200,8.93,8.93,8.93,خزانات مياه مستقلة | تشطيبات حديثة مذكورة | عقار جديد,,🟢 Proceed,العائد من الإيجار وحده 8.9%,2239.0,729.0,3136.0,0.71,🟢 سعر عادل,سعر المتر ضمن نطاق صفقات مشابهة (71%),"السلام عليكم ورحمه الله وبركاته 
أسعد الله أوقاتكم بكل خير عملائنا الكرام تقدم لكم شركه زوايه الابداع كل ماهوجديد في عالم العقار شقة….
مساحه 375 متر
السعر 450 الف 
واجهه شمالية 
شارع 15م
تشطيب ممتاز عليها كافه الضمانات من جميع التشطيبات العنوان حي طيبة
شغل راقي جدآ عليها اشراف هندسي دقيق ضمان من المالك مباشرة ضمنات سباكه كهرباء عوازل اساسات دهنات لمبات ابواب اقفال خزانات 
ويوجد عروض اخري بمساحات مختلفه واسعار متفاوته يوجد لدينا جميع الحلول التمويليه من البدايه حتي النهايه نسعي دائما لتوفير العقار المناسب 
توفير الدفعه الأولى مجانا 
سداد جميع المديونيات نتعامل مع جميع البنوك والشركات",False,شقة - حي طيبة,"{""area_sqm"": 375}",تضارب في المساحة: المسجل 201 م² بينما الوصف يذكر 375 م². عدد الحمامات غير مذكور في الوصف.
6789596,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-ابن-نعيم-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6789596,"شقة للبيع في شارع ابن نعيم, حي طيبة, مدينة الرياض, منطقة الرياض",حي طيبة,جنوب الرياض,True,350000.0,250.0,3.0,5.0,3.0,0.0,1400.0,50000,50000,50000,14.29,14.29,14.29,,,🟢 Proceed,العائد من الإيجار وحده 14.3%,1400.0,813.0,2619.0,0.53,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (53% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,"السلام عليكم ورحمة الله وبركاته 
فرصه العمر لا تتكرر
بتدوور علي الأناقة في التصميم واستغلال المساحات 
بتدور على توفير المال والمصداقية في التعامل
ابشر باللي يطيب خاطرك 

نقدم لكم فيلا فاخره:
في حي : طيبه
مساحة  : 250 متر 
السعر    : 350 الف 
وجهه    : شماليه
عرض الشارع: 20م 
- تملك منزلك مع توفير الحلول والتسهيلات العقاريه للعسكرين والمدنين 
- في مستشارك الامثل نقدم لك استثناءات من البنوك ونوفر لك التمويل
- باسرع وقت واقل نسبه واعلي مبلغ متاح !!
( وقارن بين حسبتنا وحسب البنوك بنفسك !)
- توفير مبلغ فائض فوق قيمه العقار للاثاث 
* توفير الدفعه الاولي مجانا 
* تصفية الالتزامات في بنك العميل 
* اشراف علي التقييم بشكل مباشر للتقييم جيد ولعدم بخس ثمن العقار 
* التعامل مع ادارة البنوك مباشرة
* توفير جميع العروض ☆
كود ((5))",False,فيلا فاخرة في حي طيبة,{},عدد الحمامات (5) غير مذكور في الوصف - قد يكون خطأ في البيانات المسجلة. الوصف لا يوضح عدد الغرف.
6799335,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-العزيزيه-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6799335,"شقة للبيع في شارع العزيزيه, حي طيبة, مدينة الرياض, منطقة الرياض",حي طيبة,جنوب الرياض,True,380000.0,167.0,3.0,5.0,3.0,0.0,1440.0,50000,50000,50000,13.89,13.89,13.89,,,🟢 Proceed,العائد من الإيجار وحده 13.9%,1440.0,813.0,2619.0,0.55,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (55% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,"السلام عليكم ورحمة الله وبركاته 
فرصه العمر لا تتكرر
بتدوور علي الأناقة في التصميم واستغلال المساحات 
بتدور على توفير المال والمصداقية في التعامل
ابشر باللي يطيب خاطرك 

نقدم لكم فيلا فاخره:
في حي : طيبه
مساحة  : 167 متر المسطح 
السعر    : 380 الف الشقه الغرفتين ومجلس وصاله ومقلط ومطبخ وسطح 
360 الف الشقه غرفتين ومجلس وصاله ومقلط ومطبخ وسطح 
وجهه    : شماليه
عرض الشارع: 20م 
- تملك منزلك مع توفير الحلول والتسهيلات العقاريه للعسكرين والمدنين 
- في مستشارك الامثل نقدم لك استثناءات من البنوك ونوفر لك التمويل
- باسرع وقت واقل نسبه واعلي مبلغ متاح !!
( وقارن بين حسبتنا وحسب البنوك بنفسك !)
- توفير مبلغ فائض فوق قيمه العقار للاثاث 
* توفير الدفعه الاولي مجانا 
* تصفية الالتزامات في بنك العميل 
* اشراف علي التقييم بشكل مباشر للتقييم جيد ولعدم بخس ثمن العقار 
* التعامل مع ادارة البنوك مباشرة
* توفير جميع العروض ☆
كود ((5))",True,شقة 3 غرف - السعر 380 ألف,"{""area_sqm"": 167}",الإعلان يعرض وحدتين بنفس المساحة (167 م²) لكن بعدد غرف مختلف. البيانات المسجلة (250 م² - 3 غرف - 5 حمامات) لا تطابق وصف الإعلان
6799335,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-العزيزيه-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6799335,"شقة للبيع في شارع العزيزيه, حي طيبة, مدينة الرياض, منطقة الرياض",حي طيبة,جنوب الرياض,True,360000.0,167.0,2.0,5.0,3.0,0.0,1440.0,50000,50000,50000,13.89,13.89,13.89,,,🟢 Proceed,العائد من الإيجار وحده 13.9%,1440.0,813.0,2619.0,0.55,🔴 REVIEW,سعر المتر أرخص بشكل غير طبيعي (55% من صفقات مشابهة) -- تحقق من المساحة والصك قبل أي التزام,"السلام عليكم ورحمة الله وبركاته 
فرصه العمر لا تتكرر
بتدوور علي الأناقة في التصميم واستغلال المساحات 
بتدور على توفير المال والمصداقية في التعامل
ابشر باللي يطيب خاطرك 

نقدم لكم فيلا فاخره:
في حي : طيبه
مساحة  : 167 متر المسطح 
السعر    : 380 الف الشقه الغرفتين ومجلس وصاله ومقلط ومطبخ وسطح 
360 الف الشقه غرفتين ومجلس وصاله ومقلط ومطبخ وسطح 
وجهه    : شماليه
عرض الشارع: 20م 
- تملك منزلك مع توفير الحلول والتسهيلات العقاريه للعسكرين والمدنين 
- في مستشارك الامثل نقدم لك استثناءات من البنوك ونوفر لك التمويل
- باسرع وقت واقل نسبه واعلي مبلغ متاح !!
( وقارن بين حسبتنا وحسب البنوك بنفسك !)
- توفير مبلغ فائض فوق قيمه العقار للاثاث 
* توفير الدفعه الاولي مجانا 
* تصفية الالتزامات في بنك العميل 
* اشراف علي التقييم بشكل مباشر للتقييم جيد ولعدم بخس ثمن العقار 
* التعامل مع ادارة البنوك مباشرة
* توفير جميع العروض ☆
كود ((5))",True,شقة غرفتين - السعر 360 ألف,"{""area_sqm"": 167}",الإعلان يعرض وحدتين بنفس المساحة (167 م²) لكن بعدد غرف مختلف. البيانات المسجلة (250 م² - 3 غرف - 5 حمامات) لا تطابق وصف الإعلان
6583708,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-السرح-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6583708,"شقة للبيع في شارع السرح, حي طيبة, مدينة الرياض, منطقة الرياض",حي طيبة,جنوب الرياض,True,450000.0,250.0,2.0,2.0,1.0,0.0,1800.0,50000,50000,50000,11.11,11.11,11.11,يوجد موقف سيارة | تشطيبات حديثة مذكورة,,🟢 Proceed,العائد من الإيجار وحده 11.1%,1800.0,813.0,2619.0,0.69,🟢 سعر عادل,سعر المتر ضمن نطاق صفقات مشابهة (69%),"- أسعد الله أوقاتكم بكل خير 🇸🇦
- يسعدني أن أقدم لكم عرضاً مميزاً 🏠
- للتواصل / ((رقم المعلن يظهر عند التواصل)) ابو رضا
____________________________________
🟣 للبيع : شقة ف فيلا ( بحي طيبة ) تشطيبات وديكورات فاخره جدا ويوجد كافة الضمانات وموقع مميز .

🟣 المساحه : 250 م .

🟣 سعر الشقة : 450 الف .

💎💎    تفاصيل الشقة    💎💎

🟣 مدخلين + موقف سيارة  + مجلس بدورة مياه ومغاسل + صاله + مطبخ  + 2 غرفة نوم  + سطح .
___________________________________

📝 خدماتنا :

1️⃣ نوفر لكم الدفعة الأولى المقدمة للبنك مجاناً بدون فوائد .
2️⃣ نوفر لكم سداد جميع المديونيات والالتزامات مجاناً بدون فوائد .
3️⃣ لدينا جميع الحلول التمويلية الميسرة .
4️⃣ نقبل جميع الجهات ( مدنيين - عسكريين - قطاع خاص - قطاع عام ) .
5️⃣ إمكانية التحويل من بنك إلى بنك آخر .
6️⃣ لدينا عروض بجميع الأحياء تناسب الجميع .",False,شقة في فيلا بحي طيبة,{},العقار جديد (عمر 0 سنة). الوصف يتضمن مدخلين وموقف سيارة وسطح إضافية للمميزات.
6747925,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-السعادة/شارع-البقيع-حي-السعادة-مدينة-الرياض-منطقة-الرياض-6747925,"شقة للبيع في شارع البقيع, حي السعادة, مدينة الرياض, منطقة الرياض",حي السعادة,شرق الرياض,False,500000.0,100.0,3.0,3.0,1.0,0.0,5000.0,48026,55777,62000,9.61,11.16,12.4,عقار جديد,,🟢 Proceed,العائد من الإيجار وحده 9.6%,,,,,,,"يسرّنا أن نعرض لكم فرصة نادرة
شقة جديدة للبيع  حي السعادة دور ارضي تتكون من ٣ غرف وصالة و٣ دورات مياة مطبخ راكب مكيفات راكبة 
عداد كهرباء مستقبل عداد ماء مستقل",False,شقة دور أرضي - حي السعادة,{},العقار جديد - يحتوي على صالة، مطبخ راكب، مكيفات راكبة، عدادات كهرباء وماء مستقلة
6474856,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-المعيزلة/شارع-الرياحين-حي-المعيزيلة-مدينة-الرياض-منطقة-الرياض-6474856,"شقة للبيع في شارع الرياحين, حي المعيزيلة, مدينة الرياض, منطقة الرياض",حي المعيزلة,شرق الرياض,False,550000.0,139.0,4.0,3.0,1.0,0.0,3957.0,50742,61576,71258,9.23,11.2,12.96,خزانات مياه مستقلة,,🟢 Proceed,العائد من الإيجار وحده 9.2%,,,,,,,"▪️_للبيع شقه  مع السطح بفيلا  سكنيه تصميم عصري
▪️_حي المعيزليه شرق الرياض
▪️_موقع مميز بالقرب من جميع الخدمات 
▪️_بالقرب من طريق خريص 
▪️_بالقرب من إستاد الملك فهد 
————————————
▪️واجهه شماليه 
▪️ شارع 15م 
📐 مساحه 139م 
📐سطح خاص 

▪️استقلال تام من جميع الخدمات 
✨جاهزيه العقار
======================
تفاصيل العقار 
▪️باركن سياره خاص 
▪️دخول سمارت 
▪️مدخلين 
▪️مجلس رجال
▪️صاله نساء مع سطح 
▪️مطبخ 
======================
▪️غرفتين نوم علي دور ة مياه 
▪️▪️▪️▪️▪️▪️▪️▪️
▪️عدد غرف النوم بالدور 2
▪️عدد دورات المياه بالدور 2
_________________________

‏‎✅الضمانات
‏‎_ضمانات شامله علي جميع الأعمال
_ضمان السباكه 25عام انابيب الخضراء 
_ضمان الكهرباء 15عام الفنار بالاضافه لضمان القواطع والافياش 
_ضمان العوازل 10سنوات 
_ضمان الابواب 10سنوات 
_ضمان الخزان العلوي 5سنوات 
_______________________
‏‎✅مميزات الشركه 
‏‎_تغطيه شامله لاحدث العروض العقاريه شرق الرياض 
‏‎_تخليص الإجراءات البنكيه بجميع أنحاء المملكه 
‏‎_نتعامل مع جميع البنوك
‏‎_توفير الدفعه الاولي
‏‎_تسديد مديونيه 
__________‏
للتواصل والاستفسار 
((الرقم يظهر عند الضغط على اتصال))",False,شقة مع السطح بفيلا سكنية - حي المعيزلية,{},العقار جديد (0 سنة). الوصف يؤكد وجود سطح خاص ودخول مستقل. يتضمن مجلس رجال وصالة نساء مع سطح وغرفتي نوم على دورتي مياه بالدور الواحد.
6783178,https://sa.aqar.fm/شقق-للبيع/الرياض/وسط-الرياض/حي-اليمامة/شارع-سعيد-بن-نافع-حي-اليمامة-مدينة-الرياض-منطقة-الرياض-6783178,"شقة للبيع في شارع سعيد بن نافع, حي اليمامة, مدينة الرياض, منطقة الرياض",حي اليمامة,وسط الرياض,False,320000.0,57.0,3.0,3.0,1.0,5.0,5614.0,29483,37844,43500,9.21,11.83,13.59,,,🟢 Proceed,العائد من الإيجار وحده 9.2%,,,,,,,"شقة للبيع بحي اليمامة
دور ارضي تتكون من:
ثلاث غرف نوم
 وصالة 
ومطبخ راكب 
عداد كهرباء مستقل
فرصة استثمارية مضمونة وسكن
حد ٣٢٠ الف تقبل بنك",False,شقة دور أرضي - حي اليمامة,{},الوصف يؤكد 3 غرف نوم وسعر 320 ألف ريال. عدد الحمامات المذكور في البيانات (3) غير مؤكد من الوصف. مساحة 57 م² قد تكون منخفضة لثلاث غرف نوم.
6771787,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-طيبة/شارع-الغزاله-حي-طيبة-مدينة-الرياض-منطقة-الرياض-6771787,"شقة للبيع في شارع الغزاله, حي طيبة, مدينة الرياض, منطقة الرياض",حي طيبة,جنوب الرياض,True,500000.0,227.0,4.0,4.0,1.0,0.0,2203.0,45400,45400,45400,9.08,9.08,9.08,قريب من طريق دائري رئيسي | تشطيبات حديثة مذكورة | عقار جديد,,🟢 Proceed,العائد من الإيجار وحده 9.1%,2203.0,669.0,3016.0,0.73,🟢 سعر عادل,سعر المتر ضمن نطاق صفقات مشابهة (73%),"ندفع الدفعه الاولى والرسوم الادارية بدون فوائد

للبيع تاون هاوس فاخر في حي طيبة 
تشطيب راقي وضمانات واشراف هندسي 
بنيه تحتية متكاملة 
بالقرب من الخدمات والمدارس ومحطه القطار والمدينة الصناعية الثانيه والدائري الجديد  
تبدأ الاسعار من 500 الف 
للتواصل على هذا الرقم ((الرقم يظهر عند الضغط على اتصال))",False,تاون هاوس فاخر - حي طيبة,{},عقار جديد (عمر 0 سنة)، تشطيب راقي مع ضمانات وإشراف هندسي
6771841,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6771841,"شقة للبيع في حي الجنادرية, مدينة الرياض, منطقة الرياض",حي الجنادرية,شرق الرياض,False,350000.0,84.0,3.0,2.0,1.0,0.0,4167.0,31778,36166,43038,9.08,10.33,12.3,,,🟢 Proceed,العائد من الإيجار وحده 9.1%,,,,,,,"للبيع شقة سكنية بالرياض
حي الجنادرية مخطط بوابه الشرق
تتكون الشقة من :
-1-مجلس مؤسس + مع السطح
-2-صاله
-3-(2 دوره مياه)
-4- غرفتين نوم  احدهما غرفة نوم ماستر
-5- منور و غرفه مؤسس
مزايا:
ضمانات على السباكة و الكهرباء
شارع عرض : 15 م
رقم المخطط:3768
السعر ،350000 ريال

شركة سمة الوسيط للعقارية
رقم ترخيص الإعلان
7201021861
للتواصل
((((الرقم يظهر عند الضغط على اتصال))))",False,شقة سكنية بحي الجنادرية - مخطط بوابة الشرق,"{""bathrooms"": 2.0}",عدد الحمامات المسجل (3) لا يطابق الوصف (2 دورة مياه فقط)
6369836,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الفيحاء/شارع-الرداح-حي-الفيحاء-مدينة-الرياض-منطقة-الرياض-6369836,"شقة للبيع في شارع الرداح, حي الفيحاء, مدينة الرياض, منطقة الرياض",حي الفيحاء,شرق الرياض,False,564000.0,131.0,3.0,3.0,1.0,0.0,4305.0,50393,68944,78254,8.93,12.22,13.87,يوجد مصعد | يوجد موقف سيارة,,🟢 Proceed,العائد من الإيجار وحده 8.9%,,,,,,,"🏢 شقة فاخرة في حي الفيحاء شرق الرياض

⏳ تصفية لفترة محدودة

🏡 تملك بدون سعي وبدون رسوم إفراغ

🔑 استلم مفتاحك بدون أي تكاليف مخفية

⸻

⭐ المميزات:

✅ نظام دفاع مدني (وقاية وحماية)
✅ عداد كهرباء 💡 ومياه 💧 مستقل
✅ عزل مائي وحراري 🛡
✅ موقف خاص 🚗 لكل شقة
✅ أنظمة أمنية (كاميرات 📹 + دخول ذكي 🔐)
✅ سطح خاص 🏠 لبعض الشقق
✅ زجاج دبل قلاس عازل 🪟
✅ دهانات داخلية من جوتن 🎨

⸻

🛡 الضمانات:

👷 إشراف هندسي
💧 ضمان أعمال العزل
🛗 ضمان المصعد
⚡ ضمان الكهرباء (الفنار 25 سنة)
🚰 ضمان السباكة (الأنابيب الخضراء 15 سنة)
📜 تأمين ملاذ (10 سنوات ضد العيوب الخفية)
🔌 ضمانات اكسسوارات الكهرباء
🚿 ضمانات المواد الصحية
🚪 ضمان الأبواب WPC

⸻

📲 للاتصال أو المراسلة واتساب عبر رقم الجوال التالي:
👉 ((رقم المعلن يظهر عند التواصل))

⸻",False,شقة فاخرة في حي الفيحاء شرق الرياض,{},عقار جديد (عمر 0 سنة). الوصف يؤكد على جودة الإنهاء والضمانات الشاملة.
6731938,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-البلقاء-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6731938,"شقة للبيع في شارع البلقاء, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,شرق الرياض,False,634000.0,133.0,3.0,3.0,1.0,0.0,4227.0,56255,61896,65004,8.87,9.76,10.25,تشطيبات حديثة مذكورة,,🟢 Proceed,العائد من الإيجار وحده 8.9%,,,,,,,"🏡 فرصة تملك مميزة في حي الرمال ✨

شقة فاخرة بمساحة 133م² بتصميم عملي ومريح للعائلة 👌

🔹 3 غرف نوم
🔹 صالة واسعة
🔹 تشطيبات ممتازة
🔹 موقع مميز بالقرب من جميع الخدمات

💰 السعر: 634,000 ريال فقط

إذا كنت تبحث عن سكن يجمع بين الراحة والسعر المناسب، فهذه فرصتك الآن!",False,شقة فاخرة في حي الرمال,"{""area_sqm"": 133, ""rooms"": 3}",تضارب في المساحة: البيانات المسجلة 150م² لكن الوصف يذكر 133م². تضارب في عدد الغرف: البيانات المسجلة 4 غرف لكن الوصف يذكر 3 غرف فقط. عدد الحمامات غير مذكور بالوصف (البيانات المسجلة 3).
