listing_id,url,title,district,city,direction,التوصية_النهائية,درجة_الثقة,سبب_التوصية_النهائية,نوع_العقار,price,area_sqm,rooms,bathrooms,livings,age_years,مؤثثة,yield_pct,expected_annual_rent,sakani_deals_count,price_ratio,verdict_price,strengths,risks,is_multi_unit,unit_label,llm_corrections,llm_notes,description,images,sakani_trusted,ad_price_per_sqm,comparable_sale_deals_count,comparable_median_price_per_sqm,latitude,longitude
6723221,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/حي-الرمال-مدينة-الرياض-منطقة-الرياض-6723221,"شقة للبيع في حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,450000.0,59.0,2.0,2.0,,0.0,لا,7.64,34400,740,0.73,🟢 سعر عادل,يوجد موقف سيارة | خزانات مياه مستقلة | قريب من مسجد | عقار جديد | يوجد مجلس منفصل | صك إلكتروني/مستقل,"تعارض بيانات اكتشفه التحليل الآلي: area_sqm=59 بالوصف (مسجّل عندنا 58.0), bathrooms=2 بالوصف (مسجّل عندنا nan)",False,شقة دور ثاني,"{""area_sqm"": 59, ""bathrooms"": 2}",الوصف يذكر مساحة الصك 59 م² بدلاً من 58 م² المسجلة، وعدد الحمامات 2 (مجلس ودورة + غرف نوم ودورة),"شقه دور ثاني جديده 
شارع 25
مجلس مع دورت مياه 
صاله 
مطبخ امريكي
غرفتين نوام ودورت مياه 
عداد الكهرباء مستقل 
خزان ماء مستقل 
موقف خاص لشقه 
قريب من جميع الخمات 
ظهير تجاري 
جانب مسجد 
وجامع 
مدخل رئيسي 
مساحة الشقه في الصك 59 متر 
على الطبيعه 98 متر 
ظهير شارع الامير محمد بن سلمان 
السعر 450 الف قابل لتفواض",https://images.aqar.fm/webp/750x0/props/032268432_1780860482047.jpg,True,7759,21,10651.0,24.861071,46.845154
6741473,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-عبدالرحمن-البهكلي-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6741473,"شقة للبيع في شارع عبدالرحمن البهكلي, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,450000.0,98.0,2.0,2.0,0.0,0.0,لا,7.51,33800,867,0.73,🟢 سعر عادل,يوجد موقف سيارة | خزانات مياه مستقلة | قريب من مسجد | قريب من الخدمات | عقار جديد | يوجد مجلس منفصل | صك إلكتروني/مستقل,"السعر قابل للتفاوض -- ممكن فيه هامش تفاوض إضافي | تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 58.0), rooms=2 بالوصف (مسجّل عندنا 4.0), bathrooms=2 بالوصف (مسجّل عندنا 0.0)",False,شقة جديدة - الدور الثاني,"{""area_sqm"": 98, ""rooms"": 2, ""bathrooms"": 2}",المساحة المسجلة 58 م² لكن الوصف يذكر 59 م² في الصك و98 م² فعلية. عدد الغرف المسجل 4 لكن الوصف يوضح 2 غرفة نوم فقط. عدد الحمامات المسجل 0 لكن الوصف يذكر دورتي مياه.,"للبيع شقة جديدة - الدور الثاني

📍 موقع مميز على شارع 25 متر، ظهير شارع شارع الأمير محمد بن سلمان، وقريبة من جميع الخدمات.

مواصفات الشقة:

* مجلس مع دورة مياه.
* صالة واسعة.
* مطبخ أمريكي.
* غرفتا نوم.
* دورتا مياه.
* مدخل رئيسي مستقل.
* عداد كهرباء مستقل.
* خزان مياه مستقل.
* موقف سيارة خاص.

مميزات الموقع:

* ظهير تجاري.
* بجوار مسجد وجامع.
* قريب من جميع الخدمات والمرافق.

المساحة:

* المساحة في الصك: 59 م².
* المساحة الفعلية على الطبيعة: 98 م².

💰 السعر: 450,000 ريال قابل للتفاوض.

للتواصل والاستفسار يرجى التواصل على ((الرقم يظهر عند الضغط على اتصال))",https://images.aqar.fm/webp/750x0/props/053030638_1782032756875.jpg | https://images.aqar.fm/webp/750x0/props/053030634_1782145117929.jpg | https://images.aqar.fm/webp/750x0/props/053030633_1782145117828.jpg | https://images.aqar.fm/webp/750x0/props/053030633_1782145117838.jpg | https://images.aqar.fm/webp/750x0/props/053030637_1782145117927.jpg | https://images.aqar.fm/webp/750x0/props/053030636_1782145117856.jpg | https://images.aqar.fm/webp/750x0/props/053030635_1782145117858.jpg | https://images.aqar.fm/webp/750x0/props/053030633_1782145117904.jpg | https://images.aqar.fm/webp/750x0/props/053030633_1782145117872.jpg,True,7759,21,10651.0,24.860864,46.845145
6735383,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-محمد-الدره-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6735383,"شقة للبيع في شارع محمد الدره, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,460000.0,73.0,3.0,2.0,1.0,0.0,لا,7.35,33800,867,0.8,🟢 سعر عادل,يوجد سطح/ملحق | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: rooms=3 بالوصف (مسجّل عندنا 4.0),False,شقة بحي الرمال,"{""rooms"": 3}",الوصف يذكر 3 غرف بينما البيانات المسجلة تظهر 4 غرف. الوصف يوضح أن العقار مجدد بالكامل (عمر 0 سنة متطابق). سعر البيع كاش فقط.,"شقه للبيع حي الرمال
 مخطط التعمير
 مجدده بالكامل شارع 30
 مكونه من مجلس وصاله ومطبخ وثلاث غرفه  واتنين دورة مياة اعزكم الله وسطح صغير
    البيع 460 الف كاش فقط
 التواصل ((الرقم يظهر عند الضغط على اتصال))",https://images.aqar.fm/webp/750x0/props/004449241_1781626990254.jpg | https://images.aqar.fm/webp/750x0/props/004449248_1781626990338.jpg | https://images.aqar.fm/webp/750x0/props/004449242_1781626990412.jpg | https://images.aqar.fm/webp/750x0/props/004449247_1781626990423.jpg | https://images.aqar.fm/webp/750x0/props/004449240_1781626990485.jpg | https://images.aqar.fm/webp/750x0/props/004449242_1781626990554.jpg | https://images.aqar.fm/webp/750x0/props/004449241_1781626990254.jpg | https://images.aqar.fm/webp/750x0/props/004449248_1781626990338.jpg | https://images.aqar.fm/webp/750x0/props/004449242_1781626990412.jpg | https://images.aqar.fm/webp/750x0/props/004449247_1781626990423.jpg | https://images.aqar.fm/webp/750x0/props/004449240_1781626990485.jpg | https://images.aqar.fm/webp/750x0/props/004449242_1781626990554.jpg,True,6301,70,7878.0,24.849822,46.830697
6679744,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-أبي-الوليد-بن-عبدالله-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6679744,"شقة للبيع في شارع أبي الوليد بن عبدالله, حي النرجس, مدينة الرياض, منطقة الرياض",حي النرجس,الرياض,شمال الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,750000.0,95.0,3.0,0.0,0.0,6,لا,7.32,52000,2100,0.86,🟢 سعر عادل,قريب من مدارس | قريب من الخدمات | يوجد سطح/ملحق,تعارض بيانات اكتشفه التحليل الآلي: age_years=6 بالوصف (مسجّل عندنا 0.0),False,شقة دور ثاني مع سطح خاص,"{""age_years"": 6}","السعر المذكور في الوصف 750,000 ريال بينما البيانات المسجلة 710,000 ريال. عمر العقار 6 سنوات حسب الوصف بينما المسجل 0 سنة. عدد الحمامات غير مذكور في الوصف.","🏡 للبيع شقة دور ثاني مع سطح – حي النرجس

فرصة مميزة لامتلاك شقة في موقع حيوي شمال الرياض ✨

📍 الموقع: حي النرجس – قريبة من طريق الملك سلمان
📌 قريبة من جميع الخدمات (مدارس، أسواق، مساجد)

🛏️ تفاصيل الشقة:

* 3 غرف نوم
* صالة واسعة
* سطح خاص
* الدور الثاني

🏗️ عمر العقار: 6 سنوات
💰 السعر: 750,000 ريال

✨ موقع ممتاز وهدوء في الحي، مناسبة للسكن العائلي أو للاستثمار

📞 للتواصل والاستفسار: (0538676746 )",https://images.aqar.fm/webp/750x0/props/045686944_1777818009153.jpg | https://images.aqar.fm/webp/750x0/props/045686941_1777818039387.jpg | https://images.aqar.fm/webp/750x0/props/045686943_1777818039385.jpg | https://images.aqar.fm/webp/750x0/props/045686943_1777818039373.jpg | https://images.aqar.fm/webp/750x0/props/045686947_1777818039366.jpg | https://images.aqar.fm/webp/750x0/props/045686943_1777818039385.jpg | https://images.aqar.fm/webp/750x0/props/045686945_1777818039406.jpg | https://images.aqar.fm/webp/750x0/props/045686943_1777818039375.jpg | https://images.aqar.fm/webp/750x0/props/045686943_1777818039378.jpg | https://images.aqar.fm/webp/750x0/props/045686941_1777818059952.jpg | https://images.aqar.fm/webp/750x0/props/045686942_1777818059971.jpg | https://images.aqar.fm/webp/750x0/props/045686946_1777818059962.jpg | https://images.aqar.fm/webp/750x0/props/045686941_1777818059975.jpg | https://images.aqar.fm/webp/750x0/props/045686941_1777818059972.jpg | https://images.aqar.fm/webp/750x0/props/045686946_1777818059966.jpg,True,7474,263,8695.0,24.861299,46.661034
6664276,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-الحلوة-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6664276,"شقة للبيع في شارع الحلوة, حي الملقا, مدينة الرياض, منطقة الرياض",حي الملقا,الرياض,شمال الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,900000.0,95.0,3.0,2.0,1.0,10.0,لا,6.85,54800,1400,0.92,🟢 سعر عادل,قريب من مسجد | قريب من الخدمات | قريب من حديقة | مطبخ راكب | يوجد مجلس منفصل,"تعارض بيانات اكتشفه التحليل الآلي: area_sqm=95 بالوصف (مسجّل عندنا 94.0), bathrooms=2 بالوصف (مسجّل عندنا 3.0)",False,شقة دور أرضي حي الملقا,"{""area_sqm"": 95, ""bathrooms"": 2}",السعر المذكور في الوصف 900 ألف ريال مختلف عن المسجل 800 ألف. المساحة 95م² مختلفة عن 94م². عدد الحمامات في الوصف دورتين (2) مختلف عن المسجل (3).,"للبيــــــــع شقه دور ارضي حي الملقا 
قريب من طريق المالك فهد 
مساحة 95م
شارع  36 م جنوبي 
جارك مسجد وحديقة الملقا موقع استراتيجي قريب من جميع الخدمات ولاسواق 
العمر العقار اكثر من ١٠ سنوت
تتكون من ثلاث غرف نوم
ودورتين مياه 
صاله مجلس رجاله مطبخ راكب 
البيع 900 الف
الشقه فاضيه والمفتاح موجود
مباشر مع المالك",https://images.aqar.fm/webp/750x0/props/010086289_1776780694276.jpg,True,8511,49,9260.0,24.79682,46.624538
6752299,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-القيروان/شارع-عبدالله-التميمي-حي-القيروان-مدينة-الرياض-منطقة-الرياض-6752299,"شقة للبيع في شارع عبدالله التميمي, حي القيروان, مدينة الرياض, منطقة الرياض",حي القيروان,الرياض,شمال الرياض,🟡 تحتاج مراجعة,متوسطة,سعر البيع أعلى من صفقات رسمية مشابهة -- تفاوض على السعر قبل أي قرار,شقة,850000.0,115.6,2.0,2.0,1.0,7,لا,6.69,56900,537,1.22,🟡 مبالغ فيه,يوجد موقف سيارة | مكيفات مركّبة | يوجد مجلس منفصل,"تعارض بيانات اكتشفه التحليل الآلي: area_sqm=115.6 بالوصف (مسجّل عندنا 116.0), rooms=2 بالوصف (مسجّل عندنا 3.0), age_years=7 بالوصف (مسجّل عندنا 0.0)",False,شقة أرضية في حي القيروان,"{""area_sqm"": 115.6, ""rooms"": 2, ""age_years"": 7}",المساحة المذكورة في الوصف 115.6 م² وليس 116.0، عمر العمارة 7 سنوات وليس 0، عدد غرف النوم 2 وليس 3,"شقة للبيع في عمارة عمرها ٧ سنوات 
الموقع حي القيروان 
مواصفات الشقة : المساحة ١١٥.٦ م الدور الأرضي تتكون من مجلس وصالة ومطبخ وغرفتين نوم ودورتين مياه (أعزكم الله).
راكب مكيفات سبلت ومطبخ.
موقف خاص بالشقة.",https://images.aqar.fm/webp/750x0/props/019629633_1782730593356.jpg | https://images.aqar.fm/webp/750x0/props/019629635_1782730593346.jpg | https://images.aqar.fm/webp/750x0/props/019629639_1782730593356.jpg | https://images.aqar.fm/webp/750x0/props/019629630_1782730593394.jpg | https://images.aqar.fm/webp/750x0/props/019629634_1782730593388.jpg | https://images.aqar.fm/webp/750x0/props/019629634_1782730593574.jpg | https://images.aqar.fm/webp/750x0/props/019629631_1782730593651.jpg | https://images.aqar.fm/webp/750x0/props/019629631_1782730593650.jpg | https://images.aqar.fm/webp/750x0/props/019629635_1782730593717.jpg,True,7328,85,5987.0,24.825859,46.60326
6709452,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-145-الرمال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6709452,"شقة للبيع في شارع 145 الرمال, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,900000.0,148.0,3.0,4.0,,0.0,لا,6.69,30100,3400,0.81,🟢 سعر عادل,يوجد بلكونة | يوجد مستودع | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 97.0),True,نموذج A - دور أرضي,"{""area_sqm"": 98}",مشروع متعدد الوحدات. البيانات المسجلة تطابق وحدة نموذج F (شقة ملحق 98 متر بـ 450000 ريال) مع 3 غرف و4 حمامات,"شركه الصدفه للتطوير العقاري 
بدأ البيع ادوار مستقلة وشقق الرياض 27
في شمال شرق الرياض - حي الرمال   مخطط رقم 3936 المشروع علي 3 واجهات واجهه شرقيه بشارع عرض ١٥ متر - واجهه جنوبيه بشارع عرض ١٨ متر - واجهه شماليه بشارع عرض ١٥ متر 
متوفر في المشروع: 
                      نموذج A 
يتكون من دور ارضي مساحه ١٤٨ متر 
            السعر 900,000
              المتبقي ١٦ دور  
A1-A2 -A3-A4-A5-A6-A7-A8-A14-A15-A16-A17-A18-A19-A20-A21
                     نموذج B 
يتكون من دور اول مساحه ١٥٠ متر 
          السعر 750,000
          المتبقي ١٦ دور 
B1-B2 -B3-B4-B5-B6-B7-B8-B14-B15-B16-B17-B18-B19-B20-B21
                    نموذج C
يتكون من ١٦ شقه ملحق مساحه ٩٠ متر 
           السعر 550.000 
            المتبقي ١٦ شقة  
C1-C2 -C3-C4-C5-C6-C7-C8-C14-C15-C16-C17-C18-C19-C20-C21
                    نموذج D 
* ٢ ادوار ارضية زوايا مساحه ٢٣٧ متر 
         السعر 1.200.000  
              رقم A9-A13 
* ٣ ادوار ارضية مفصول مساحه ١٩٠ متر 
            السعر 950.000 
           رقم A10-A11-A12
                 نموذج E 
* ٢ ادوار اول زوايا مساحه ٢٥٠ متر 
         السعر 850.000  
              رقم B9-B13 
* ٣ ادوار اول مفصول مساحه ١٨٠ متر 
            السعر 850.000 
           رقم B10-B11-B12 
                  نموذج F 
* ٢ شقق ملحق زوايا مساحه ١٢٨ متر
         السعر 650.000  
              رقم C9-C13 
* ٣ شقق ملحق مساحه ٩٨ متر 
            السعر 450.000 
           رقم C10-C11-C12 

المواصفات:
3 غرف نوم 
4 حمامات 
1 غرفه طعام 
1 مطبخ 
1 مجلس 
1  غرفه معيشه 
1  مستودع 
1  بلكونة
البناء علي الكود السعودي",https://images.aqar.fm/webp/750x0/props/051938105_1779624666004.jpg,True,4639,247,5696.0,24.902692,46.83717
6709452,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-145-الرمال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6709452,"شقة للبيع في شارع 145 الرمال, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,750000.0,150.0,3.0,4.0,,0.0,لا,6.69,30100,3400,0.81,🟢 سعر عادل,يوجد بلكونة | يوجد مستودع | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 97.0),True,نموذج B - دور أول,"{""area_sqm"": 98}",مشروع متعدد الوحدات. البيانات المسجلة تطابق وحدة نموذج F (شقة ملحق 98 متر بـ 450000 ريال) مع 3 غرف و4 حمامات,"شركه الصدفه للتطوير العقاري 
بدأ البيع ادوار مستقلة وشقق الرياض 27
في شمال شرق الرياض - حي الرمال   مخطط رقم 3936 المشروع علي 3 واجهات واجهه شرقيه بشارع عرض ١٥ متر - واجهه جنوبيه بشارع عرض ١٨ متر - واجهه شماليه بشارع عرض ١٥ متر 
متوفر في المشروع: 
                      نموذج A 
يتكون من دور ارضي مساحه ١٤٨ متر 
            السعر 900,000
              المتبقي ١٦ دور  
A1-A2 -A3-A4-A5-A6-A7-A8-A14-A15-A16-A17-A18-A19-A20-A21
                     نموذج B 
يتكون من دور اول مساحه ١٥٠ متر 
          السعر 750,000
          المتبقي ١٦ دور 
B1-B2 -B3-B4-B5-B6-B7-B8-B14-B15-B16-B17-B18-B19-B20-B21
                    نموذج C
يتكون من ١٦ شقه ملحق مساحه ٩٠ متر 
           السعر 550.000 
            المتبقي ١٦ شقة  
C1-C2 -C3-C4-C5-C6-C7-C8-C14-C15-C16-C17-C18-C19-C20-C21
                    نموذج D 
* ٢ ادوار ارضية زوايا مساحه ٢٣٧ متر 
         السعر 1.200.000  
              رقم A9-A13 
* ٣ ادوار ارضية مفصول مساحه ١٩٠ متر 
            السعر 950.000 
           رقم A10-A11-A12
                 نموذج E 
* ٢ ادوار اول زوايا مساحه ٢٥٠ متر 
         السعر 850.000  
              رقم B9-B13 
* ٣ ادوار اول مفصول مساحه ١٨٠ متر 
            السعر 850.000 
           رقم B10-B11-B12 
                  نموذج F 
* ٢ شقق ملحق زوايا مساحه ١٢٨ متر
         السعر 650.000  
              رقم C9-C13 
* ٣ شقق ملحق مساحه ٩٨ متر 
            السعر 450.000 
           رقم C10-C11-C12 

المواصفات:
3 غرف نوم 
4 حمامات 
1 غرفه طعام 
1 مطبخ 
1 مجلس 
1  غرفه معيشه 
1  مستودع 
1  بلكونة
البناء علي الكود السعودي",https://images.aqar.fm/webp/750x0/props/051938105_1779624666004.jpg,True,4639,247,5696.0,24.902692,46.83717
6709452,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-145-الرمال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6709452,"شقة للبيع في شارع 145 الرمال, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,550000.0,90.0,3.0,4.0,,0.0,لا,6.69,30100,3400,0.81,🟢 سعر عادل,يوجد بلكونة | يوجد مستودع | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 97.0),True,نموذج C - شقة ملحق,"{""area_sqm"": 98}",مشروع متعدد الوحدات. البيانات المسجلة تطابق وحدة نموذج F (شقة ملحق 98 متر بـ 450000 ريال) مع 3 غرف و4 حمامات,"شركه الصدفه للتطوير العقاري 
بدأ البيع ادوار مستقلة وشقق الرياض 27
في شمال شرق الرياض - حي الرمال   مخطط رقم 3936 المشروع علي 3 واجهات واجهه شرقيه بشارع عرض ١٥ متر - واجهه جنوبيه بشارع عرض ١٨ متر - واجهه شماليه بشارع عرض ١٥ متر 
متوفر في المشروع: 
                      نموذج A 
يتكون من دور ارضي مساحه ١٤٨ متر 
            السعر 900,000
              المتبقي ١٦ دور  
A1-A2 -A3-A4-A5-A6-A7-A8-A14-A15-A16-A17-A18-A19-A20-A21
                     نموذج B 
يتكون من دور اول مساحه ١٥٠ متر 
          السعر 750,000
          المتبقي ١٦ دور 
B1-B2 -B3-B4-B5-B6-B7-B8-B14-B15-B16-B17-B18-B19-B20-B21
                    نموذج C
يتكون من ١٦ شقه ملحق مساحه ٩٠ متر 
           السعر 550.000 
            المتبقي ١٦ شقة  
C1-C2 -C3-C4-C5-C6-C7-C8-C14-C15-C16-C17-C18-C19-C20-C21
                    نموذج D 
* ٢ ادوار ارضية زوايا مساحه ٢٣٧ متر 
         السعر 1.200.000  
              رقم A9-A13 
* ٣ ادوار ارضية مفصول مساحه ١٩٠ متر 
            السعر 950.000 
           رقم A10-A11-A12
                 نموذج E 
* ٢ ادوار اول زوايا مساحه ٢٥٠ متر 
         السعر 850.000  
              رقم B9-B13 
* ٣ ادوار اول مفصول مساحه ١٨٠ متر 
            السعر 850.000 
           رقم B10-B11-B12 
                  نموذج F 
* ٢ شقق ملحق زوايا مساحه ١٢٨ متر
         السعر 650.000  
              رقم C9-C13 
* ٣ شقق ملحق مساحه ٩٨ متر 
            السعر 450.000 
           رقم C10-C11-C12 

المواصفات:
3 غرف نوم 
4 حمامات 
1 غرفه طعام 
1 مطبخ 
1 مجلس 
1  غرفه معيشه 
1  مستودع 
1  بلكونة
البناء علي الكود السعودي",https://images.aqar.fm/webp/750x0/props/051938105_1779624666004.jpg,True,4639,247,5696.0,24.902692,46.83717
6709452,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-145-الرمال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6709452,"شقة للبيع في شارع 145 الرمال, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,1200000.0,237.0,3.0,4.0,,0.0,لا,6.69,30100,3400,0.81,🟢 سعر عادل,يوجد بلكونة | يوجد مستودع | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 97.0),True,نموذج D - دور أرضي زاوية,"{""area_sqm"": 98}",مشروع متعدد الوحدات. البيانات المسجلة تطابق وحدة نموذج F (شقة ملحق 98 متر بـ 450000 ريال) مع 3 غرف و4 حمامات,"شركه الصدفه للتطوير العقاري 
بدأ البيع ادوار مستقلة وشقق الرياض 27
في شمال شرق الرياض - حي الرمال   مخطط رقم 3936 المشروع علي 3 واجهات واجهه شرقيه بشارع عرض ١٥ متر - واجهه جنوبيه بشارع عرض ١٨ متر - واجهه شماليه بشارع عرض ١٥ متر 
متوفر في المشروع: 
                      نموذج A 
يتكون من دور ارضي مساحه ١٤٨ متر 
            السعر 900,000
              المتبقي ١٦ دور  
A1-A2 -A3-A4-A5-A6-A7-A8-A14-A15-A16-A17-A18-A19-A20-A21
                     نموذج B 
يتكون من دور اول مساحه ١٥٠ متر 
          السعر 750,000
          المتبقي ١٦ دور 
B1-B2 -B3-B4-B5-B6-B7-B8-B14-B15-B16-B17-B18-B19-B20-B21
                    نموذج C
يتكون من ١٦ شقه ملحق مساحه ٩٠ متر 
           السعر 550.000 
            المتبقي ١٦ شقة  
C1-C2 -C3-C4-C5-C6-C7-C8-C14-C15-C16-C17-C18-C19-C20-C21
                    نموذج D 
* ٢ ادوار ارضية زوايا مساحه ٢٣٧ متر 
         السعر 1.200.000  
              رقم A9-A13 
* ٣ ادوار ارضية مفصول مساحه ١٩٠ متر 
            السعر 950.000 
           رقم A10-A11-A12
                 نموذج E 
* ٢ ادوار اول زوايا مساحه ٢٥٠ متر 
         السعر 850.000  
              رقم B9-B13 
* ٣ ادوار اول مفصول مساحه ١٨٠ متر 
            السعر 850.000 
           رقم B10-B11-B12 
                  نموذج F 
* ٢ شقق ملحق زوايا مساحه ١٢٨ متر
         السعر 650.000  
              رقم C9-C13 
* ٣ شقق ملحق مساحه ٩٨ متر 
            السعر 450.000 
           رقم C10-C11-C12 

المواصفات:
3 غرف نوم 
4 حمامات 
1 غرفه طعام 
1 مطبخ 
1 مجلس 
1  غرفه معيشه 
1  مستودع 
1  بلكونة
البناء علي الكود السعودي",https://images.aqar.fm/webp/750x0/props/051938105_1779624666004.jpg,True,4639,247,5696.0,24.902692,46.83717
6709452,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-145-الرمال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6709452,"شقة للبيع في شارع 145 الرمال, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,950000.0,190.0,3.0,4.0,,0.0,لا,6.69,30100,3400,0.81,🟢 سعر عادل,يوجد بلكونة | يوجد مستودع | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 97.0),True,نموذج D - دور أرضي مفصول,"{""area_sqm"": 98}",مشروع متعدد الوحدات. البيانات المسجلة تطابق وحدة نموذج F (شقة ملحق 98 متر بـ 450000 ريال) مع 3 غرف و4 حمامات,"شركه الصدفه للتطوير العقاري 
بدأ البيع ادوار مستقلة وشقق الرياض 27
في شمال شرق الرياض - حي الرمال   مخطط رقم 3936 المشروع علي 3 واجهات واجهه شرقيه بشارع عرض ١٥ متر - واجهه جنوبيه بشارع عرض ١٨ متر - واجهه شماليه بشارع عرض ١٥ متر 
متوفر في المشروع: 
                      نموذج A 
يتكون من دور ارضي مساحه ١٤٨ متر 
            السعر 900,000
              المتبقي ١٦ دور  
A1-A2 -A3-A4-A5-A6-A7-A8-A14-A15-A16-A17-A18-A19-A20-A21
                     نموذج B 
يتكون من دور اول مساحه ١٥٠ متر 
          السعر 750,000
          المتبقي ١٦ دور 
B1-B2 -B3-B4-B5-B6-B7-B8-B14-B15-B16-B17-B18-B19-B20-B21
                    نموذج C
يتكون من ١٦ شقه ملحق مساحه ٩٠ متر 
           السعر 550.000 
            المتبقي ١٦ شقة  
C1-C2 -C3-C4-C5-C6-C7-C8-C14-C15-C16-C17-C18-C19-C20-C21
                    نموذج D 
* ٢ ادوار ارضية زوايا مساحه ٢٣٧ متر 
         السعر 1.200.000  
              رقم A9-A13 
* ٣ ادوار ارضية مفصول مساحه ١٩٠ متر 
            السعر 950.000 
           رقم A10-A11-A12
                 نموذج E 
* ٢ ادوار اول زوايا مساحه ٢٥٠ متر 
         السعر 850.000  
              رقم B9-B13 
* ٣ ادوار اول مفصول مساحه ١٨٠ متر 
            السعر 850.000 
           رقم B10-B11-B12 
                  نموذج F 
* ٢ شقق ملحق زوايا مساحه ١٢٨ متر
         السعر 650.000  
              رقم C9-C13 
* ٣ شقق ملحق مساحه ٩٨ متر 
            السعر 450.000 
           رقم C10-C11-C12 

المواصفات:
3 غرف نوم 
4 حمامات 
1 غرفه طعام 
1 مطبخ 
1 مجلس 
1  غرفه معيشه 
1  مستودع 
1  بلكونة
البناء علي الكود السعودي",https://images.aqar.fm/webp/750x0/props/051938105_1779624666004.jpg,True,4639,247,5696.0,24.902692,46.83717
